event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_type_encoded,main_category,main_category_encoded,day_of_week,month,hour,day_of_year,cluster
2019-10-22 11:16:25,view,1004858,2.05301e+18,electronics.smartphone,samsung,131.53,547727064,49933871-671f-4cab-9b63-94ac25e4db0f,2,electronics,7,1,10,11,295,0
2019-10-26 13:50:00,view,1004247,2.05301e+18,electronics.smartphone,apple,775.31,563622999,f49af5e5-5337-4cf2-a770-f1485056c1a9,2,electronics,7,5,10,13,299,0
2019-10-13 11:41:46,purchase,1005100,2.05301e+18,electronics.smartphone,samsung,145.13,557616423,0ce6d55f-f82b-41df-9565-ebec9bcb94e5,1,electronics,7,6,10,11,286,0
2019-10-30 18:53:01,view,28716666,2.05301e+18,apparel.shoes,respect,128.45,513886269,abd33cc6-e63e-48f2-aa94-471e8578a8b5,2,apparel,1,2,10,18,303,0
2019-10-08 08:01:37,view,8901576,2.05301e+18,kids.toys,chicco,25.71,530688814,670279f7-3f74-449c-b0f3-217320c5d6e5,2,kids,9,1,10,8,281,0
2019-10-11 04:14:58,view,1004565,2.05301e+18,electronics.smartphone,huawei,169.5,545362681,d58dc06b-dfd2-45d9-8c0a-9334f1869dfb,2,electronics,7,4,10,4,284,0
2019-10-08 10:41:14,view,2701977,2.05301e+18,appliances.kitchen.refrigerators,samsung,771.96,557876623,90782d81-d155-4df0-91c0-324d85f9bdda,2,appliances,2,1,10,10,281,0
2019-10-16 08:56:40,view,6901535,2.05301e+18,furniture.living_room.chair,zlatek,51.46,559864828,51981e77-86bb-4063-9442-8e7635a996da,2,furniture,8,2,10,8,289,0
2019-10-23 19:45:58,view,28704585,2.05301e+18,apparel.shoes,etor,100.39,515813271,9fec86a6-1397-4bda-887b-86467a0a75a6,2,apparel,1,2,10,19,296,0
2019-10-04 18:19:16,view,1005065,2.05301e+18,electronics.smartphone,xiaomi,233.58,513204071,a0256026-ad4d-41ca-8b25-28c072c78b8a,2,electronics,7,4,10,18,277,0
2019-10-02 15:18:38,view,1004209,2.05301e+18,electronics.smartphone,samsung,89.84,514525568,058c973a-cfb4-4abd-9a6c-5420b6caf9d4,2,electronics,7,2,10,15,275,0
2019-10-08 16:54:48,view,1004775,2.05301e+18,electronics.smartphone,xiaomi,180.91,531577018,dd6290ad-d792-43d3-99d7-f2dcffd86b30,2,electronics,7,1,10,16,281,0
2019-10-12 18:24:57,view,4804572,2.05301e+18,electronics.audio.headphone,apple,208.5,520475565,a2f934d3-df03-43aa-9a34-2c656c8a66b2,2,electronics,7,5,10,18,285,0
2019-10-18 14:23:45,view,3700868,2.05301e+18,appliances.environment.vacuum,samsung,77.2,536295848,e9d73efc-d979-4f19-8f23-e2e5df4f37ca,2,appliances,2,4,10,14,291,0
2019-10-06 10:23:29,view,1005008,2.05301e+18,electronics.smartphone,xiaomi,99.15,516938717,e9cfe092-fe2b-458e-9a7b-8a3a77eea5a5,2,electronics,7,6,10,10,279,0
2019-10-17 04:20:59,view,5800191,2.05301e+18,electronics.audio.subwoofer,jvc,20.57,560341507,3a016f0d-4dba-4d5a-ae6a-7dffe586240f,2,electronics,7,3,10,4,290,0
2019-10-10 02:53:10,view,1004199,2.05301e+18,electronics.smartphone,xiaomi,334.24,526123906,c09d142f-f711-4c65-bfd0-c81993f6562a,2,electronics,7,3,10,2,283,0
2019-10-27 17:25:32,view,2702277,2.05301e+18,appliances.kitchen.refrigerators,lg,463.07,564755705,797108ec-4eb4-457e-9127-1a615c2ddc9c,2,appliances,2,6,10,17,300,0
2019-10-31 18:34:15,view,1002876,2.05301e+18,electronics.smartphone,samsung,218.8,560105317,0447edf9-39be-47cd-b7a0-689b49a98bcd,2,electronics,7,3,10,18,304,0
2019-10-16 00:24:55,view,6301419,2.05301e+18,appliances.kitchen.kettle,tefal,82.29,540663524,fe627e93-6ac6-4855-9770-760c12265bde,2,appliances,2,2,10,0,289,0
2019-10-20 12:00:04,view,1004833,2.05301e+18,electronics.smartphone,samsung,170.89,527648103,64ce7cca-cc2d-4ff7-aaa5-a4ad0c9b0060,2,electronics,7,6,10,12,293,0
2019-10-10 14:41:41,view,6000004,2.05301e+18,auto.accessories.alarm,starline,139.77,516640548,2cd953aa-fcca-49a7-87e5-43949cae59c8,2,auto,3,3,10,14,283,0
2019-10-11 07:29:48,view,1004433,2.05301e+18,electronics.smartphone,samsung,257.15,518428487,502affea-16d4-4d47-8cae-6f129d427d9c,2,electronics,7,4,10,7,284,0
2019-10-17 12:38:15,view,2501589,2.05301e+18,appliances.kitchen.oven,redmond,141.55,520866968,513063ed-e250-4dd6-bf44-43d828db4b51,2,appliances,2,3,10,12,290,0
2019-10-05 09:03:29,view,21405244,2.05301e+18,electronics.clocks,armani,316.87,514844197,e0238513-e054-4c6c-9ef5-6308b324c92d,2,electronics,7,5,10,9,278,0
2019-10-24 01:05:28,view,3700781,2.05301e+18,appliances.environment.vacuum,polaris,38.59,563504210,1b02fec1-3d70-4e23-a148-e1d9ce27371e,2,appliances,2,3,10,1,297,0
2019-10-05 08:05:48,view,1004836,2.05301e+18,electronics.smartphone,samsung,230.61,521184283,e1f8d562-242f-460f-b1af-1952c564d9d5,2,electronics,7,5,10,8,278,0
2019-10-13 05:10:41,view,1005169,2.05301e+18,electronics.smartphone,samsung,228.17,512967899,80b2f200-9d27-4104-aa90-150c6e9aa029,2,electronics,7,6,10,5,286,1
2019-10-17 07:16:05,view,2800500,2.05301e+18,appliances.kitchen.refrigerators,atlant,172.44,518662014,9cc3d34c-349c-4b50-a22a-c18c6471f47d,2,appliances,2,3,10,7,290,0
2019-10-02 07:10:35,view,1307367,2.05301e+18,computers.notebook,hp,827.47,555326238,d9dd4a02-d22f-410f-8bee-69d18057c25d,2,computers,4,2,10,7,275,0
2019-10-11 22:16:34,view,1004767,2.05301e+18,electronics.smartphone,samsung,250.88,513951852,17ef84b7-baaf-4b37-8e58-28f00c33c635,2,electronics,7,4,10,22,284,0
2019-10-17 17:45:09,view,1801696,2.05301e+18,electronics.video.tv,hisense,823.46,544035692,6408db15-b43e-4080-b1bf-39da44eaf730,2,electronics,7,3,10,17,290,0
2019-10-06 12:13:50,view,11600096,2.05301e+18,computers.desktop,defender,5.48,552424973,8523e37f-25d7-4e81-81fc-f03dbeacef44,2,computers,4,6,10,12,279,0
2019-10-07 04:41:59,view,4803640,2.05301e+18,electronics.audio.headphone,harper,43.76,515454264,8085cb95-2e89-47a0-bd6e-0df4d156b305,2,electronics,7,0,10,4,280,0
2019-10-08 12:08:35,view,1004246,2.05301e+18,electronics.smartphone,apple,735.91,534507613,bf1bb77e-5140-483a-b0f5-2251e5270219,2,electronics,7,1,10,12,281,0
2019-10-18 13:09:44,view,5200146,2.05301e+18,computers.ebooks,pocketbook,245.73,534276802,6cdce010-cea2-4f58-82b4-2df4f6fbc3b1,2,computers,4,4,10,13,291,0
2019-10-31 01:53:53,view,3700551,2.05301e+18,appliances.environment.vacuum,arnica,66.25,545378965,73077c21-0813-43f5-a141-040c62d51cd1,2,appliances,2,3,10,1,304,0
2019-10-04 19:26:47,view,1004739,2.05301e+18,electronics.smartphone,xiaomi,196.32,512525617,c3cc78c6-1b51-4893-b6e0-a271904943b3,2,electronics,7,4,10,19,277,0
2019-10-24 13:46:10,view,1004781,2.05301e+18,electronics.smartphone,huawei,267.69,560154914,b56d433f-e41f-4ae3-8fbb-a523b2addd9f,2,electronics,7,3,10,13,297,0
2019-10-28 14:18:08,view,28718723,2.05301e+18,apparel.shoes,respect,128.45,544913544,5ba19db4-afa9-4754-b00d-929822ee6720,2,apparel,1,0,10,14,301,0
2019-10-01 16:05:40,view,14300375,2.05301e+18,electronics.audio.music_tools.piano,akai,115.76,512494001,a9ad9b4b-e729-492d-90e8-8d5bfc1358ce,2,electronics,7,1,10,16,274,0
2019-10-27 02:55:19,view,3700777,2.05301e+18,appliances.environment.vacuum,samsung,172.21,564359958,fa53d790-3440-4881-8f07-61ff5b11d301,2,appliances,2,6,10,2,300,0
2019-10-25 13:40:09,view,1004836,2.05301e+18,electronics.smartphone,samsung,224.07,564066523,56e7b330-b124-4a11-85c4-6de4dd3fba6d,2,electronics,7,4,10,13,298,0
2019-10-13 12:19:08,view,6301521,2.05301e+18,appliances.kitchen.kettle,redmond,37.93,513165049,d94be995-45d8-4d09-83b3-4427f96fb9a5,2,appliances,2,6,10,12,286,1
2019-10-02 03:49:31,view,8800470,2.05301e+18,electronics.telephone,texet,25.71,539740163,1166374c-abec-48ab-ae60-0ceabe8961d9,2,electronics,7,2,10,3,275,1
2019-10-23 10:28:07,view,12400386,2.05301e+18,construction.tools.drill,alteco,59.18,514428658,8c22936d-1102-4761-a363-c7fb9b33954d,2,construction,5,2,10,10,296,0
2019-10-17 16:18:31,view,6800934,2.05301e+18,computers.components.hdd,transcend,51.21,549090297,a39b0732-05ed-4512-a2f4-2915e7459f76,2,computers,4,3,10,16,290,0
2019-10-14 02:54:36,view,1004720,2.05301e+18,electronics.smartphone,huawei,126.9,559975758,da99502b-0fff-492d-aed2-0a6c90d7ed44,2,electronics,7,0,10,2,287,0
2019-10-27 18:03:33,view,1480524,2.05301e+18,computers.desktop,pulser,437.57,556396540,a19c66c9-4810-4050-bb5a-aa87f11599e0,2,computers,4,6,10,18,300,0
2019-10-12 17:24:16,view,3701322,2.05301e+18,appliances.environment.vacuum,karcher,900.67,549826166,dfb5b123-a499-4671-9380-a54fb647fd92,2,appliances,2,5,10,17,285,0
2019-10-15 05:14:52,view,9101269,2.05301e+18,computers.peripherals.mouse,defender,7.7,531513623,a1a65b74-b7f6-45b3-8685-6f2a4df0a05d,2,computers,4,1,10,5,288,0
2019-10-21 20:13:12,view,3700912,2.05301e+18,appliances.environment.vacuum,samsung,104.22,529037609,06d85530-5cb3-4fd9-9f04-3f4ee5caa6b1,2,appliances,2,0,10,20,294,0
2019-10-30 09:21:12,view,1005195,2.05301e+18,electronics.smartphone,xiaomi,112.78,512462542,6276b23a-c574-4449-a26d-8cdb72abb62d,2,electronics,7,2,10,9,303,0
2019-10-17 19:49:55,view,1004249,2.05301e+18,electronics.smartphone,apple,744.91,558172038,111da6f8-9155-4c70-ab2e-cc45d51ca96f,2,electronics,7,3,10,19,290,0
2019-10-11 07:35:42,view,2701888,2.05301e+18,appliances.kitchen.refrigerators,beko,410.74,543339101,088a63bf-4a5c-49a9-84c0-2d5366751d38,2,appliances,2,4,10,7,284,0
2019-10-08 15:37:19,view,30900487,2.05301e+18,computers.components.cooler,thermaltake,78.74,549069457,16a52c4b-01c9-4f9c-8045-40ae3c366141,2,computers,4,1,10,15,281,0
2019-10-12 14:04:41,view,7101680,2.05301e+18,furniture.bedroom.bed,bambini,161.34,551685915,b6e861f2-d7db-4ae8-af0a-0377c3c26e99,2,furniture,8,5,10,14,285,0
2019-10-12 19:27:31,view,1005161,2.05301e+18,electronics.smartphone,xiaomi,230.8,559582701,d83a8904-5fb6-4cee-8536-43c296e79322,2,electronics,7,5,10,19,285,0
2019-10-17 13:00:21,view,4201423,2.05301e+18,appliances.environment.air_conditioner,samsung,733.58,561219349,c740e047-503f-4127-87a2-fc9fdf70a227,2,appliances,2,3,10,13,290,0
2019-10-19 16:11:58,view,28715752,2.11691e+18,apparel.shoes,nexpero,77.22,544473251,0e01c361-1ef9-406e-9d2b-9e60a6b17c9f,2,apparel,1,5,10,16,292,0
2019-10-14 12:34:07,view,21400576,2.05301e+18,electronics.clocks,casio,76.19,556705637,900b63e1-2757-4d94-8ade-9f6056d06e95,2,electronics,7,0,10,12,287,0
2019-10-04 16:28:24,view,1004886,2.05301e+18,electronics.smartphone,oppo,154.16,515921337,0e8c3221-fd64-4fff-94d2-a42d54197100,2,electronics,7,4,10,16,277,0
2019-10-30 10:46:40,view,1004833,2.05301e+18,electronics.smartphone,samsung,172.22,541393206,7eb00633-410a-4e51-984f-8c33fe9f86d0,2,electronics,7,2,10,10,303,0
2019-10-22 09:32:29,cart,1004741,2.05301e+18,electronics.smartphone,xiaomi,189.97,559574269,c03c9a77-e322-4a33-b1d1-581eb25d1fa1,0,electronics,7,1,10,9,295,0
2019-10-22 16:03:07,view,1005160,2.05301e+18,electronics.smartphone,xiaomi,222.39,546651776,47a9fbf1-d599-43f9-b1f8-829cf60f6d04,2,electronics,7,1,10,16,295,0
2019-10-25 11:33:05,view,1480705,2.05301e+18,computers.desktop,pulser,525.08,548562090,743652f2-fbf5-4d26-9a6a-bbd94c10b793,2,computers,4,4,10,11,298,0
2019-10-21 17:33:24,view,1005217,2.05301e+18,electronics.smartphone,xiaomi,156.76,523512618,83df6fea-9b9c-4295-a7c0-ee5bd46bd952,2,electronics,7,0,10,17,294,0
2019-10-04 17:13:14,view,1004566,2.05301e+18,electronics.smartphone,huawei,169.86,512431799,a4f53133-7646-4022-a054-fcdfc41bf63d,2,electronics,7,4,10,17,277,0
2019-10-26 15:54:59,view,1005156,2.05301e+18,electronics.smartphone,xiaomi,329.22,529484303,2607e815-81ad-4196-acbd-a69e595c79c2,2,electronics,7,5,10,15,299,0
2019-10-19 13:43:11,view,1003856,2.05301e+18,electronics.smartphone,xiaomi,127.81,560187297,124d82ed-2431-4c89-9740-90895218e8f9,2,electronics,7,5,10,13,292,0
2019-10-15 05:51:30,view,3600661,2.05301e+18,appliances.kitchen.washer,samsung,296.02,523998040,23ae5be5-3055-4f76-a4e3-ba9db945f5c3,2,appliances,2,1,10,5,288,0
2019-10-18 16:44:16,view,1005099,2.05301e+18,electronics.smartphone,samsung,143.12,513125397,06fee173-bdbf-44d1-b888-7b2ac527762e,2,electronics,7,4,10,16,291,0
2019-10-11 08:06:16,purchase,3900685,2.05301e+18,appliances.environment.water_heater,ariston,99.46,542455510,cbe56195-58ec-47a5-8e1a-a31dfb883692,1,appliances,2,4,10,8,284,0
2019-10-18 16:10:19,view,1004720,2.05301e+18,electronics.smartphone,huawei,126.88,516702956,1c905022-36ea-4d74-b782-0dadd8f31cbc,2,electronics,7,4,10,16,291,0
2019-10-05 07:54:49,view,1004848,2.05301e+18,electronics.smartphone,huawei,668.74,515081627,b7b538ea-62c2-4b58-b8a5-af73151cf6d3,2,electronics,7,5,10,7,278,0
2019-10-22 07:00:00,view,1005150,2.05301e+18,electronics.smartphone,xiaomi,412.89,527970358,4b189e71-60cb-4e83-8544-3b9e0646370b,2,electronics,7,1,10,7,295,0
2019-10-25 06:46:39,view,5100577,2.05301e+18,electronics.clocks,samsung,292.64,519611707,038852a3-8b56-45ff-bdc5-130cc24e0e48,2,electronics,7,4,10,6,298,0
2019-10-17 16:58:38,view,10201470,2.05301e+18,kids.dolls,mattel,14.39,512938732,e356a98c-7d6c-4ef1-a25e-3f679b29f900,2,kids,9,3,10,16,290,0
2019-10-06 11:52:49,view,1004161,2.05301e+18,electronics.smartphone,xiaomi,95.21,541500015,df658d07-c8c8-4cad-a6ef-5c6ce684eba1,2,electronics,7,6,10,11,279,0
2019-10-12 14:09:50,view,1005103,2.05301e+18,electronics.smartphone,xiaomi,98.84,518715313,e3b27ce1-4d3d-4cdc-857c-54402c4c9f73,2,electronics,7,5,10,14,285,0
2019-10-01 11:04:34,view,1201192,2.17237e+18,electronics.tablet,lenovo,178.36,553124084,496dd23b-33b8-4cdb-8b94-3c501fce79c4,2,electronics,7,1,10,11,274,0
2019-10-17 16:45:12,view,1005014,2.05301e+18,electronics.smartphone,samsung,545.68,523193640,bce6bdfc-137f-43a3-ab56-a83e772da73f,2,electronics,7,3,10,16,290,0
2019-10-07 10:19:57,view,1003525,2.05301e+18,electronics.smartphone,oneplus,434.84,519106695,83075eab-3689-4b11-8690-9167a7eb81df,2,electronics,7,0,10,10,280,0
2019-10-26 16:35:18,view,5800669,2.05301e+18,electronics.audio.subwoofer,kicx,32.18,541850369,cb19da9e-4524-4ee1-a79d-8710b7bbc291,2,electronics,7,5,10,16,299,0
2019-10-19 18:11:43,view,4600450,2.05301e+18,appliances.kitchen.dishwasher,hansa,329.39,515336850,7ea015a5-b529-490c-bb48-ac0ab45928ac,2,appliances,2,5,10,18,292,1
2019-10-29 09:11:12,view,1004739,2.05301e+18,electronics.smartphone,xiaomi,196.91,553449312,056ad42b-1f6e-46c2-9808-9d089f33ac4d,2,electronics,7,1,10,9,302,0
2019-10-14 18:11:26,view,9000177,2.05301e+18,computers.peripherals.keyboard,logitech,72.0,513539121,22936341-f64f-499d-99db-edf4c2887b54,2,computers,4,0,10,18,287,0
